
0 	0.504795557799091
1 	0.475285171102662
2 	0.401701323251418
3 	0.349895031490553
4 	0.312650312650313
5 	0.29806259314456
6 	0.44362292051756
7 	0.446122168840082
8 	0.309358081979892
9 	0.250417362270451
10 	0.271444082519001
11 	0.351351351351351
12 	0.32555615843733
13 	0.327153762268266
14 	0.443704936217415
15 	0.268384326355341
16 	0.285862785862786
17 	0.273156195679166
18 	0.359215252832274
19 	0.436086127010085
20 	0.330943188086045
21 	0.457358084476729
22 	0.432900432900433
23 	0.340873876665634
