
0 	1.00959111559818
1 	0.879277566539924
2 	1.03969754253308
3 	1.04968509447166
4 	1.01010101010101
5 	0.931445603576751
6 	0.924214417744917
7 	0.61770761839396
8 	0.773395204949729
9 	0.723427935447969
10 	1.33007600434311
11 	0.918918918918919
12 	1.60065111231687
13 	0.954198473282443
14 	0.804215196894065
15 	1.36876006441224
16 	0.857588357588358
17 	1.21678668984356
18 	1.05001381597126
19 	0.899427636958299
20 	0.66188637617209
21 	0.995426419155233
22 	0.680272108843537
23 	0.588782150604276
