"Do Ya" 	21.2876712328767 	13107
"Don't Bring Me Down" 	17.6712328767123 	61793
"Evil Woman" 	17.013698630137 	55758
"Livin' Thing" 	16.2739726027397 	42268
"Sweet Talkin' Woman" 	7.47945205479452 	28840
"Strange Magic" 	6.16438356164384 	23261
"Turn To Stone" 	5.91780821917808 	33240
"Fire On High" 	1.89041095890411 	4326
"Telephone Line" 	0.246575342465753 	29083
"Can't Get It Out Of " 	0.246575342465753 	16120
