
367.890410958904 	"Beatles"
342.657534246575 	"Rolling Stones"
303.616438356164 	"Led Zeppelin"
169.808219178082 	"Pink Floyd"
165.369863013699 	"Who"
164.219178082192 	"Queen"
140.054794520548 	"Billy Joel"
135.534246575342 	"Steve Miller Band"
131.013698630137 	"Van Halen"
130.356164383562 	"Creedence Clearwater Revival"
128.794520547945 	"Journey"
125.178082191781 	"Elton John"
124.027397260274 	"Bad Company"
121.972602739726 	"Foreigner"
121.890410958904 	"David Bowie"
120.821917808219 	"Tom Petty And The Heartbreaker"
118.027397260274 	"Cars"
104.712328767123 	"Aerosmith"
103.397260273973 	"Supertramp"
101.835616438356 	"Eagles"
98.5479452054795 	"Lynyrd Skynyrd"
95.0958904109589 	"Genesis"
94.1917808219178 	"Electric Light Orchestra"
89.8356164383562 	"Boston"
81.8630136986301 	"Styx"
77.2602739726027 	"Fleetwood Mac"
74.2191780821918 	"Doors"
71.3424657534247 	"Bob Seger"
70.5205479452055 	"Zz Top"
70.2739726027397 	"Eric Clapton"
70.027397260274 	"Rod Stewart"
69.6164383561644 	"Paul Mccartney And Wings"
68.5479452054795 	"Bruce Springsteen"
66.1643835616438 	"Heart"
64.6849315068493 	"Bon Jovi"
63.6986301369863 	"Ac/Dc"
62.8767123287671 	"Talking Heads"
59.8356164383562 	"Van Morrison"
57.8630136986301 	"Joe Walsh"
56.7945205479452 	"John Mellencamp"
52.6027397260274 	"Doobie Brothers"
51.7808219178082 	"Kansas"
49.5616438356164 	"Pat Benatar"
48.9041095890411 	"Peter Frampton"
47.3424657534247 	"George Thorogood"
47.2602739726027 	"Neil Young"
47.1780821917808 	"The Kinks"
46.1095890410959 	"Billy Squier"
44.6301369863014 	"Phil Collins"
40.2739726027397 	"Billy Idol"
39.4520547945205 	"Bachman-Turner Overdrive"
38.5479452054795 	"Meatloaf"
37.972602739726 	"Guess Who"
36.9041095890411 	"America"
36.6575342465753 	"Cheap Trick"
36.6575342465753 	"Guns N' Roses"
36.2465753424658 	"Steely Dan"
34.6027397260274 	".38 Special"
32.7945205479452 	"Police"
31.8904109589041 	"Tom Petty"
31.5616438356164 	"Peter Gabriel"
30.1643835616438 	"John Lennon"
29.4246575342466 	"Eddie Money"
29.3424657534247 	"Jackson Browne"
28.3561643835616 	"Santana"
27.9452054794521 	"Stevie Nicks"
27.3698630136986 	"Hooters"
27.2876712328767 	"Yes"
27.2054794520548 	"Dire Straits"
26.4657534246575 	"Jimi Hendrix"
26.2191780821918 	"Steppenwolf"
25.7260273972603 	"Blue Oyster Cult"
24.6575342465753 	"Pretenders"
24.3287671232877 	"Bob Dylan"
24.2465753424658 	"J. Geils Band"
24.0821917808219 	"The Clash"
24 	"Warren Zevon"
23.9178082191781 	"Queen W/David Bowie"
23.5890410958904 	"War"
23.5068493150685 	"Manfred Mann's Earth Band"
23.1780821917808 	"The Animals"
22.6027397260274 	"Stephen Stills"
22.1917808219178 	"Def Leppard"
21.4520547945205 	"Joe Cocker"
20.8767123287671 	"Stealers Wheel"
20.7945205479452 	"Zombies"
20.5479452054795 	"Grand Funk Railroad"
20.4657534246575 	"George Harrison"
20.3835616438356 	"Grand Funk"
20.0547945205479 	"T. Rex"
19.8904109589041 	"Scorpions"
19.8904109589041 	"Lou Reed"
19.6438356164384 	"Five Man Electrical Band"
19.3972602739726 	"Thin Lizzy"
19.3150684931507 	"Golden Earring"
19.3150684931507 	"Mott The Hoople"
19.2328767123288 	"Free"
19.0684931506849 	"Hollies"
18.5753424657534 	"Derek And The Dominos"
18.5753424657534 	"Janis Joplin"
18.2465753424658 	"Spencer Davis Group"
18.2465753424658 	"Buffalo Springfield"
17.6712328767123 	"Greg Kihn Band"
17.6712328767123 	"Norman Greenbaum"
17.4246575342466 	"Foghat"
17.3424657534247 	"Joan Jett And The Blackhearts"
17.2602739726027 	"Squeeze"
17.1780821917808 	"Kiss"
17.0958904109589 	"Ramones"
17.013698630137 	"Toto"
16.9315068493151 	"Don Mclean"
16.8493150684932 	"Boz Scaggs"
16.7671232876712 	"John Cafferty And The Beaver B"
16.6027397260274 	"Todd Rundgren"
16.3561643835616 	"U2"
16.2739726027397 	"Pete Townshend"
16.027397260274 	"Don Henley"
15.6986301369863 	"Reo Speedwagon"
15.6164383561644 	"Black Sabbath"
15.5342465753425 	"Knack"
15.4520547945205 	"Chicago"
15.2876712328767 	"Jefferson Starship"
14.4657534246575 	"Romantics"
14.3835616438356 	"Deep Purple"
14.1369863013699 	"Nazareth"
13.7260273972603 	"Ozzy Osbourne"
13.4794520547945 	"Sweet"
12.9041095890411 	"Robert Palmer"
12.6575342465753 	"Marshall Tucker Band"
12.5753424657534 	"The Band"
12.4931506849315 	"Cream"
12.4931506849315 	"Clash"
12.1643835616438 	"Allman Brothers Band"
11.3424657534247 	"Jethro Tull"
11.0958904109589 	"Rem"
11.0958904109589 	"Edgar Winter Group"
8.21917808219178 	"David Essex"
8.13698630136986 	"Rod Stewart / Faces"
8.13698630136986 	"Jefferson Airplane"
7.89041095890411 	"Alice Cooper"
6.9041095890411 	"Whitesnake"
6.16438356164384 	"Stevie Nicks/Tom Petty"
4.6027397260274 	"Rush"
4.35616438356164 	"Patti Smith Group"
3.36986301369863 	"Lee Michaels"
3.28767123287671 	"Argent"
3.20547945205479 	"Moody Blues"
2.54794520547945 	"Gerry Rafferty"
2.46575342465753 	"Dave Edmunds"
2.38356164383562 	"Paul Mccartney"
1.31506849315068 	"Gary Wright"
1.31506849315068 	"Ten Years After"
1.06849315068493 	"Asia"
