"Spirit In The Night" 	22.5 	22669
"Tenth Avenue Freeze-" 	21.5 	24126
"Born To Run" 	19 	162355
"Rosalita (Come Out T" 	7 	22345
"Hungry Heart" 	3.5 	85556
"Prove It All Night" 	3 	16128
"Born In The U.S.A." 	2 	107116
"Badlands" 	2 	52464
"Thunder Road" 	1.5 	98292
"Glory Days" 	1.5 	67524
"Dancing In The Dark" 	1.5 	146013
"Cover Me" 	1 	31503
"She's The One" 	0.5 	23028
"Out In The Street" 	0.5 	13916
"The Promised Land" 	0.5 	24756
"Pink Cadillac" 	0.5 	5270
