"Just What I Needed" 	27 	62070
"Good Times Roll" 	25.5 	24972
"You're All I've Got " 	25 	12081
"My Best Friend's Gir" 	23.5 	30474
"Bye Bye Love" 	18 	10436
"Let's Go" 	17.5 	14249
"Shake It Up" 	3 	14519
"Moving In Stereo" 	1.5 	19150
"You Might Think" 	1 	21088
"Dangerous Type" 	0.5 	6345
"Magic" 	0.5 	15009
