"Bennie And The Jets" 	19.5 	48973
"Crocodile Rock" 	18.5 	56983
"Rocket Man" 	17.5 	38253
"Saturday Night's Alr" 	16.5 	17281
"Tiny Dancer" 	12 	130044
"Someone Saved My Lif" 	11 	19969
"The Bitch Is Back" 	3.5 	15565
"Honky Cat" 	2.5 	17823
"Don't Let The Sun Go" 	1 	31192
"Lucy In The Sky With" 	0.5 	7142
"Elderberry Wine" 	0.5 	1535
"Island Girl" 	0.5 	9357
"Philadelphia Freedom" 	0.5 	18173
"Grey Seal" 	0.5 	6432
"Take Me To The Pilot" 	0.5 	6498
