
0 	0.728862973760933
1 	0.428571428571429
2 	0.420168067226891
3 	0.412654745529574
4 	0.568990042674253
5 	0.249376558603491
6 	0.435729847494553
7 	0.416666666666667
8 	0.223214285714286
9 	0.342465753424658
10 	0.66334991708126
11 	0.665557404326123
12 	0.330578512396694
13 	0.33003300330033
14 	0.341880341880342
15 	0.329489291598023
16 	0.318979266347687
17 	0.302571860816944
18 	0.506756756756757
19 	0.333889816360601
20 	0.167224080267559
21 	0.489396411092985
22 	0.736648250460405
23 	0.369685767097967
