"Dancing In The Stree" 	24 	8288
"Runnin' With The Dev" 	19.5 	57583
"Jamie's Cryin'" 	17.5 	20859
"You Really Got Me" 	17 	59197
"Panama" 	17 	82369
"Jump" 	16 	152770
"I'll Wait" 	15 	15871
"Ain't Talkin' 'bout " 	14.5 	80063
"Dance The Night Away" 	14 	35800
"(Oh) Pretty Woman" 	14 	12227
"Beautiful Girls" 	1 	12971
