"I've Seen All Good P" 	22 	10800
"Long Distance Runaro" 	5 	27619
"Roundabout" 	3.5 	72433
"Owner Of A Lonely He" 	1 	96770
"Leave It" 	0.5 	10876
"It Can Happen" 	0.5 	7869
