"Hotel California" 	23 	169150
"Take It Easy" 	19.5 	54323
"Life In The Fast Lan" 	16 	32645
"Heartache Tonight" 	15.5 	20605
"The Long Run" 	5 	14548
"Already Gone" 	4.5 	18518
"One Of These Nights" 	4 	30541
"In The City" 	3 	11286
"Peaceful Easy Feelin" 	1.5 	22092
"Desperado" 	1 	39349
"Witchy Woman" 	1 	23098
"Tequila Sunrise" 	1 	31639
"New Kid In Town" 	0.5 	31626
"Lyin' Eyes" 	0.5 	25190
"Those Shoes" 	0.5 	6568
