
0 	0.43731778425656
1 	1.14285714285714
2 	1.40056022408964
3 	0.962861072902338
4 	1.28022759601707
5 	0.997506234413965
6 	1.08932461873638
7 	0.416666666666667
8 	0.669642857142857
9 	1.1986301369863
10 	0.829187396351575
11 	0.665557404326123
12 	0.495867768595041
13 	1.32013201320132
14 	0.854700854700855
15 	0.658978583196046
16 	0.797448165869218
17 	1.0590015128593
18 	0.675675675675676
19 	0.500834724540901
20 	0.836120401337793
21 	0.978792822185971
22 	0.736648250460405
23 	0.739371534195933
