
0 	0.291545189504373
1 	0.428571428571429
2 	0.280112044817927
3 	0.137551581843191
4 	1.42247510668563
5 	0.498753117206983
6 	0.871459694989107
7 	1.45833333333333
8 	1.33928571428571
9 	1.02739726027397
10 	1.32669983416252
11 	0.831946755407654
12 	1.48760330578512
13 	1.48514851485149
14 	0.512820512820513
15 	1.31795716639209
16 	1.27591706539075
17 	0.75642965204236
18 	1.01351351351351
19 	1.1686143572621
20 	0.836120401337793
21 	0.815660685154975
22 	1.10497237569061
23 	1.29390018484288
