"You're My Best Frien" 	25.5 	134710
"Somebody To Love" 	25.5 	207215
"Killer Queen" 	23 	202673
"Bohemian Rhapsody" 	22.5 	374305
"We Will Rock You" 	18.5 	240772
"Another One Bites Th" 	17.5 	267239
"Crazy Little Thing C" 	17.5 	171909
"Fat Bottomed Girls" 	14 	127745
