"Bad Company" 	25 	44017
"Can't Get Enough" 	19.5 	24388
"Feel Like Makin' Lov" 	18.5 	26356
"Shooting Star" 	18 	20662
"Rock 'n' Roll Fantas" 	18 	9001
"Ready For Love" 	2.5 	20484
"Rock Steady" 	2 	9451
"Good Lovin' Gone Bad" 	1.5 	4768
"Movin' On" 	1 	12766
"Run With The Pack" 	0.5 	4163
"(Live)Can't Get Enou" 	0.5 	0
"Burnin' Sky" 	0.5 	4144
