"Maggie May" 	25.5 	74915
"(Find A) Reason To B" 	21 	949
"Hot Legs" 	15 	7049
"You Wear It Well" 	3 	15608
"(I Know) I'm Losing " 	1 	3819
"Every Picture Tells " 	0.5 	12197
